0,0,0,null,0.0,0.0,null
8,5,195,F,NaN,-1.0,FL
12,5,195,F,NaN,-1.0,FL
16,5,195,F,NaN,-1.0,FL
20,5,195,F,NaN,-1.0,FL
24,5,196,F,NaN,-1.0,FL
27,5,196,FL,-2.0,5.0,FL
31,5,196,FL,-2.0,5.0,FL
35,5,196,FL,-2.0,5.0,FL
39,5,196,FL,-2.0,5.0,FL
43,5,196,FL,-2.0,5.0,FL
47,5,196,FL,-2.0,5.0,FL
50,5,196,FL,-2.0,5.0,FL
53,5,196,FL,-2.0,5.0,FL
55,5,196,FL,-2.0,5.0,FL
58,5,196,FL,-2.0,5.0,FL
62,5,196,FL,-2.0,5.0,FL
64,5,196,FL,-2.0,5.0,FL
68,5,196,FL,-2.0,5.0,FL
70,5,196,FL,-2.0,5.0,FL
74,5,196,FL,-2.0,5.0,FL
76,5,196,FL,-2.0,5.0,FL
80,5,196,FL,-2.0,5.0,FL
83,5,196,FL,-2.0,5.0,FL
86,5,196,FL,-2.0,5.0,FL
89,5,196,FL,-2.0,5.0,FL
93,5,196,FL,-2.0,5.0,FL
96,5,196,FL,-2.0,5.0,FL
99,5,196,FL,-2.0,5.0,FL
101,5,196,FL,-2.0,5.0,FL
102,5,196,FL,-2.0,5.0,FL
104,5,196,FL,-2.0,5.0,FL
106,5,196,FL,-2.0,5.0,FL
107,5,196,FL,-2.0,5.0,FL
108,5,196,FL,-2.0,5.0,FL
110,5,196,FL,-2.0,5.0,FL
110,5,196,FL,-2.0,5.0,FL
110,5,196,FL,-2.0,5.0,FL
110,5,196,FL,-2.0,5.0,FL
110,5,196,FL,-2.0,5.0,FL
110,5,196,FL,-2.0,5.0,FL
111,5,196,FL,-2.0,5.0,FL
112,5,196,FL,-2.0,5.0,FL
114,5,196,FL,-2.0,5.0,FL
116,5,196,FL,-2.0,5.0,FL
119,5,196,FL,-2.0,5.0,FL
122,5,196,FL,-2.0,5.0,FL
123,5,196,FL,-2.0,5.0,FL
124,5,196,FL,-2.0,5.0,FL
125,5,196,FL,-2.0,5.0,FL
125,5,196,FL,-2.0,5.0,FL
126,5,196,FL,-2.0,5.0,FL
127,6,197,FL,-2.0,5.0,FL
129,7,196,FL,-2.0,5.0,FL
129,7,194,FL,-2.0,5.0,FL
132,8,195,FL,-2.0,5.0,L
132,10,195,FL,-2.0,5.0,L
132,11,192,FL,-2.0,5.0,L
130,11,191,FL,-2.0,5.0,L
130,11,191,FL,-2.0,5.0,L
130,11,190,FL,-2.0,5.0,L
129,11,190,FL,-2.0,5.0,L
129,11,190,FL,-2.0,5.0,L
129,11,190,FL,-2.0,5.0,L
128,11,190,FL,-2.0,5.0,L
129,11,190,FL,-2.0,5.0,L
127,11,191,FL,-2.0,5.0,L
126,11,192,B,-2.3333333333333335,8.666666666666666,L
126,11,192,B,-2.3333333333333335,8.666666666666666,L
123,11,192,B,-2.3333333333333335,8.666666666666666,L
122,11,192,B,-2.3333333333333335,8.666666666666666,L
119,11,192,B,-2.3333333333333335,8.666666666666666,L
117,11,192,B,-2.3333333333333335,8.666666666666666,L
116,11,192,B,-2.3333333333333335,8.666666666666666,L
118,12,193,B,-2.3333333333333335,8.666666666666666,L
116,12,191,B,-2.3333333333333335,8.666666666666666,L
114,13,192,B,-2.3333333333333335,8.666666666666666,L
115,15,192,B,-2.3333333333333335,8.666666666666666,L
113,16,190,B,-2.3333333333333335,8.666666666666666,L
109,16,187,B,-2.3333333333333335,8.666666666666666,L
110,16,187,B,-2.3333333333333335,8.666666666666666,L
107,16,187,B,-2.3333333333333335,8.666666666666666,L
103,17,188,B,-2.3333333333333335,8.666666666666666,L
100,18,187,B,-2.3333333333333335,8.666666666666666,L
101,20,187,B,-2.3333333333333335,8.666666666666666,L
96,21,184,B,-2.3333333333333335,8.666666666666666,L
93,23,184,B,-2.3333333333333335,8.666666666666666,L
94,24,182,B,-2.3333333333333335,8.666666666666666,L
94,24,180,B,-2.3333333333333335,8.666666666666666,L
92,24,180,B,-2.3333333333333335,8.666666666666666,L
90,25,180,B,-2.3333333333333335,8.666666666666666,L
85,25,178,B,-2.3333333333333335,8.666666666666666,L
83,26,179,B,-2.3333333333333335,8.666666666666666,L
81,27,178,B,-2.3333333333333335,8.666666666666666,L
75,29,178,B,-2.3333333333333335,8.666666666666666,L
69,30,176,B,-2.3333333333333335,8.666666666666666,L
69,30,175,B,-2.3333333333333335,8.666666666666666,L
68,30,175,B,-1.75,9.25,L
67,31,177,B,-1.4,9.6,L
65,33,177,B,-1.4,9.6,L
62,35,175,B,-1.4,9.6,L
59,36,173,B,-1.4,9.6,L
60,40,177,B,-1.4,9.6,L
57,44,171,B,-1.4,9.6,L
57,48,169,B,-1.0,10.857142857142858,L
54,50,164,B,-1.0,10.857142857142858,L
49,55,165,B,-1.0,10.857142857142858,L
45,59,162,B,-1.0,10.857142857142858,L
38,61,154,B,-1.0,10.857142857142858,L
