5,5,395,L,40.0,-1.0,L
10,5,395,L,39.0,-1.0,L
15,5,395,L,38.0,-1.0,L
20,5,395,L,37.0,-1.0,L
25,5,395,L,33.6,-1.0,L
29,5,395,L,35.6,-1.0,L
33,5,395,L,37.6,-1.0,L
38,5,395,L,36.6,-1.0,L
42,5,395,L,38.6,-1.0,L
45,5,395,L,43.6,-1.0,L
47,5,395,L,51.6,-1.0,L
52,5,395,L,50.4,-1.0,L
56,5,395,L,52.4,-1.0,L
58,5,395,L,60.4,-1.0,L
62,5,395,L,62.4,-1.0,L
64,5,395,L,70.4,-1.0,L
66,5,395,L,78.4,-1.0,L
68,5,395,L,86.4,-1.0,L
71,6,396,F,76.16666666666667,-1.0,F
76,7,395,L,64.42857142857143,-1.0,L
79,8,395,F,59.25,-1.0,F
82,9,393,L,55.111111111111114,-1.0,L
82,9,392,L,62.44444444444444,-1.0,L
85,9,392,L,64.77777777777777,-1.0,L
85,9,391,L,72.11111111111111,-1.0,L
88,9,391,L,74.44444444444444,-1.0,L
92,9,391,L,75.11111111111111,-1.0,L
96,9,391,L,75.77777777777777,-1.0,L
99,9,391,L,78.11111111111111,-1.0,L
99,9,391,L,85.44444444444444,-1.0,L
100,9,391,L,91.11111111111111,-1.0,L
100,9,391,L,98.44444444444444,-1.0,L
103,9,391,L,100.77777777777777,-1.0,L
106,9,391,L,101.77777777777777,-1.0,L
109,10,392,FR,93.7,-1.0,FR
111,10,390,FR,97.2,-1.0,FR
112,11,391,FR,92.81818181818181,-1.0,FR
113,11,389,FR,97.27272727272727,-1.0,FR
110,12,390,FR,98.25,-1.0,FR
109,12,388,FR,104.75,-1.0,FR
107,13,389,FR,102.92307692307692,-1.0,FR
103,14,388,FR,104.28571428571429,-1.0,FR
103,14,386,FR,108.57142857142857,-1.0,FR
103,14,386,FR,112.07142857142857,-1.0,FR
102,14,386,FR,117.42857142857143,-1.0,FR
103,15,387,FR,112.66666666666667,-1.0,FR
102,15,385,FR,117.53333333333333,-1.0,FR
101,15,385,FR,122.4,-1.0,FR
98,15,385,FR,129.4,-1.0,FR
98,16,386,FR,124.3125,-1.0,FR
98,16,384,FR,128.0,-1.0,FR
96,16,384,FR,133.5625,-1.0,FR
96,17,385,FR,129.1764705882353,-1.0,FR
98,17,383,FR,130.8235294117647,-1.0,FR
101,17,383,FR,131.58823529411765,-1.0,FR
101,17,383,FR,135.0,-1.0,FR
103,19,385,FR,122.21052631578948,-1.0,FR
105,19,381,FR,123.52631578947368,-1.0,FR
104,19,381,FR,127.21052631578948,-1.0,FR
105,20,382,FR,122.8,-1.0,FR
106,20,380,FR,124.2,-1.0,FR
107,20,380,FR,125.5,-1.0,FR
108,21,381,FR,120.66666666666667,-1.0,FR
107,21,379,FR,123.95238095238095,-1.0,FR
105,22,380,FR,122.0909090909091,-1.0,FR
109,23,380,FR,116.47826086956522,-1.0,FR
106,24,378,FR,115.625,-1.0,FR
105,25,378,FR,113.64,-1.0,FR
101,25,375,FR,117.92,-1.0,FR
100,25,377,FR,120.48,-1.0,FR
100,26,376,FR,117.73076923076923,-1.0,FR
100,27,376,FR,115.14814814814815,-1.0,FR
102,27,373,FR,115.37037037037037,-1.0,FR
102,27,373,FR,117.07407407407408,-1.0,FR
102,27,373,FR,118.77777777777777,-1.0,FR
104,29,375,FR,111.13793103448276,-1.0,FR
102,31,373,FR,106.0,-1.0,FR
98,33,375,FR,102.60606060606061,-1.0,FR
97,36,372,FR,95.61111111111111,-1.0,FR
95,41,371,FR,85.5609756097561,-1.0,FR
92,46,367,FR,77.95652173913044,-1.0,FR
91,50,363,FR,72.26,14.0,FR
92,54,359,FR,66.96296296296296,14.0,FR
90,60,361,FR,60.81666666666667,14.0,FR
89,63,351,FR,58.317460317460316,14.0,FR
84,67,353,FR,55.850746268656714,14.0,FR
82,69,346,FR,54.7536231884058,13.0,FR
82,72,347,FR,52.111111111111114,12.0,FR
79,77,350,FR,49.35064935064935,14.75,FR
78,79,345,FR,48.278481012658226,14.333333333333334,FR
74,82,340,FR,47.170731707317074,14.428571428571429,FR
75,88,348,FR,43.77272727272727,14.0,FR
76,92,343,FR,41.51086956521739,13.833333333333334,FR
73,96,344,FR,40.1875,15.571428571428571,FR
72,100,339,FR,38.51,15.125,FR
72,102,341,FR,37.68627450980392,15.714285714285714,FR
69,107,344,FR,36.271028037383175,15.4,FR
67,109,337,FR,35.45871559633027,18.36111111111111,FR
64,111,348,FR,35.06306306306306,17.333333333333332,FR
60,116,344,FR,33.922413793103445,17.181818181818183,FR
57,119,337,FR,33.42857142857143,16.97826086956522,FR
53,122,338,FR,33.0655737704918,16.729166666666668,FR
52,129,340,FR,30.837209302325583,16.75,FR
